Objection Status,First Contact Date,Nationality,Main Contact Platform,Lead Quality,Service,Ad Source,Objection Type,Quote_English,Nationality_Category
Unsolved,2025-11-26,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,I need a Japan visa for work. I am a foreigner.,Non-Khmer
Unsolved,2025-11-21,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,And can you arrange work visa for me?,Non-Khmer
Unsolved,2025-11-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Work Visa or Tourist Visa?,Non-Khmer
Unsolved,2025-09-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Where can I get a Japanese word format visa?,Non-Khmer
Unsolved,2025-08-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-CN | TOU | SIN-V90D-30D | S | FOR,#VF005*-#TAFVT01,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2025-07-21,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Would you help me to give work?,Non-Khmer
Unsolved,2025-10-16,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Price,Too expensive for me,Non-Khmer
Unsolved,2025-09-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,#VF005*-#TAFVT01,Documentation,Is that possible to get the visa without employment letter,Non-Khmer
Unsolved,2025-10-21,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF003C1-#TAFVJ01,Employme - Out Of Scope,I need Japan work visa,Non-Khmer
Unsolved,2025-09-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2025-10-09,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Is not easy to convert a tourist visa to a working visa in Australia right?,Non-Khmer
Unsolved,2025-08-12,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2025-10-09,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,I want a working visa if I can,Non-Khmer
Unsolved,2025-05-28,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,MG #VF001,Employme - Out Of Scope,"BUT IF I HAVE COME TO VISIT JAPAN, CAN I CHANGE A TOURIST VISA TO A WORK VISA?",Non-Khmer
Unsolved,2025-09-19,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF003C1-#TAFVJ01,Employme - Out Of Scope,And you also apply for a work visa?,Non-Khmer
Unsolved,2025-09-16,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF003C1-#TAFVJ01,Risk / Guarantee Concerns,How much is the success rate of getting visa?,Non-Khmer
Unsolved,2025-07-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-VN | TOU | SIN-V90D-90D | E | FOR,ad_id.120218483048450078,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2025-09-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2026-04-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | MUL-DIS-15D | S | FOR,DM,Documentation,How much will it cost if you help me to produce the visa papers?,Non-Khmer
Unsolved,2026-04-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008M1- TAFVJ01,Employme - Out Of Scope,I want work visa of Japan,Non-Khmer
Unsolved,2026-03-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,"I am working in Cambodia as a security supervisor at AB Hotel. I have good experience in the hospitality field. If possible, I would like to apply for a suitable position in Dubai.",Non-Khmer
Unsolved,2026-04-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,In which countries is it possible to go on a work permit?,Non-Khmer
Unsolved,2026-03-30,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Can I go to Japan for work?,Non-Khmer
Unsolved,2026-04-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-01-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,DM,Trust,I want to get a visa from you and I want to pay after the visa,Non-Khmer
Unsolved,2025-06-08,FOR,Facebook - Explorer Travel Agency,Qualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-03-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008M1- TAFVJ01,Employme - Out Of Scope,I want to go there as a worker.,Non-Khmer
Unsolved,2026-02-20,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008M1- TAFVJ01,Employme - Out Of Scope,I want to go to North Korea using a work visa.,Non-Khmer
Unsolved,2026-03-12,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2025-03-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-04-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-04-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Trust,I will pay you in full after you get your visa,Non-Khmer
Unsolved,2026-02-06,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,working visa you have also to,Non-Khmer
Unsolved,2026-04-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,ad_id.120218483048450078,Employme - Out Of Scope,What does it take to work in any European country?,Non-Khmer
Unsolved,2026-03-17,FOR,Facebook - Explorer Travel Agency,Qualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Documentation,We don't have a bank statement because we have not opened an account here,Non-Khmer
Unsolved,2025-09-13,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,VF005C1-#TAFVT01,Employme - Out Of Scope,Do you have working visa service?,Non-Khmer
Unsolved,2026-04-21,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2025-11-11,FOR,Facebook - Explorer by SL,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,#V0010*E1 - #TAVA01,Documentation,No. have bank statement,Non-Khmer
Unsolved,2025-09-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF005C1-#TAFVT01,Employme - Out Of Scope,Can you provide a Hong Kong work visa?,Non-Khmer
Unsolved,2025-09-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,VF005*C1-#TAFVT01,Documentation,I have no bank account here,Non-Khmer
Unsolved,2026-04-21,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,ad_id.120218483048450078,Documentation,3 months ago I came to Cambodia...,Non-Khmer
Unsolved,2026-03-06,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,AUSTE01|AU1-F,Documentation,I have no bank statement I am a citizen of Bangladesh I live in Cambodia I have a valid visa,Non-Khmer
Unsolved,2025-11-16,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF008C1-#TAFVJ01,Documentation,The visa may be valid for two months.,Non-Khmer
Unsolved,2026-04-10,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Employme - Out Of Scope,I need Australia or European country work permit visa,Non-Khmer
Unsolved,2025-03-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120217883013230078,Employme - Out Of Scope,My meaning is to get a work visa and with a work permit how much the cost and when I need to pay money,Non-Khmer
Unsolved,2025-03-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120217883013230078,Employme - Out Of Scope,Are there arrangements for foreigners to go from Cambodia to Japan on a worker visa?,Non-Khmer
Unsolved,2025-11-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120217883013230078,Documentation,But I want to go there for work with eligible,Non-Khmer
Unsolved,2025-10-16,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,​DM,Price,Too expensive for me,Non-Khmer
Unsolved,2025-10-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF003C1-#TAFVJ01,Documentation,"I don't have a bank statement, what to do now?",Non-Khmer
Unsolved,2025-10-14,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,#VF005*-#TAFVT01,Documentation,I don't have any bank statement in Cambodia,Non-Khmer
Unsolved,2025-10-23,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.120231507257410078,Documentation,No bank statement available,Non-Khmer
Unsolved,2025-10-19,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF003C1-#TAFVJ01,Documentation,Brother I don’t have visa,Non-Khmer
Unsolved,2025-10-16,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,DM,Employme - Out Of Scope,I'm going to jobs Japan,Non-Khmer
Unsolved,2025-10-21,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120229151431780078,Employme - Out Of Scope,I need Japan work visa and work permit,Non-Khmer
Unsolved,2025-09-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,#VF003*-#TAFVJ01,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2025-10-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF003C1-#TAFVJ01,Documentation,No have work permit,Non-Khmer
Unsolved,2025-10-09,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,DM,Documentation,"I don’t have a bank here, only in my country. Maybe I need to save my money in my bank account here first.",Non-Khmer
Unsolved,2025-10-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,VF005*C2-#TAFVT01,Documentation,Yes but no have work permit,Non-Khmer
Unsolved,2025-08-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,DM,Documentation,I don’t have company document,Non-Khmer
Unsolved,2025-10-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,DM,Documentation,I don't have. Is there any other way around it,Non-Khmer
Unsolved,2025-09-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF003C1-#TAFVJ01,Documentation,I have only Pakistan bank statement no have Cambodia statement,Non-Khmer
Unsolved,2025-09-27,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,VF005*C1-#TAFVT01,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2025-09-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF003C1-#TAFVJ01,Documentation,Though it's not in dollars but in local currency,Non-Khmer
Unsolved,2025-07-20,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-US | TOU | DIS-DIS-DIS | S | FOR,DM,Documentation,But I think my bank statement doesn't have enough transactions,Non-Khmer
Unsolved,2025-09-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,#VF005*-#TAFVT01,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2025-05-28,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,DM,Documentation,"Yes, I have decided to renew my Work Permit",Non-Khmer
Unsolved,2025-09-15,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,VF005*C1-#TAFVT01,Documentation,No bank account,Non-Khmer
Unsolved,2025-08-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-VN | TOU | SIN-V90D-90D | E | FOR,VF006M1-#TAFVV01,Documentation,Okay all good if I don’t have bank statements because I have lived in Cambodia since last year so I don’t have bank statements now,Non-Khmer
Unsolved,2025-09-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,DM,Documentation,"Mom, I only have the documents that were drawn.",Non-Khmer
Unsolved,2025-09-09,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,#VF005*-#TAFVT01,Documentation,I'm completing the documents for Japan because I have left the job so I don't have the letters,Non-Khmer
Unsolved,2025-09-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,​DM,Documentation,I don't have a bank statement from here.,Non-Khmer
Unsolved,2025-09-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,#VF003*-#TAFVJ01,Documentation,I don't have bank statement,Non-Khmer
Unsolved,2025-09-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,#VF003*-#TAFVJ01,Documentation,No bank statement available,Non-Khmer
Unsolved,2025-09-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,#VF003*-#TAFVJ01,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2025-08-06,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,#VF003*-#TAFVJ01,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2025-08-29,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,#VF003*-#TAFVJ01,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2025-08-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,What is the procedure for a work permit?,Non-Khmer
Unsolved,2026-04-10,FOR,Facebook - Explorer Travel Agency,Qualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,VF008C1 - TAFVJ01,Risk / Guarantee Concerns,"If I don’t get a visa, will your agency return my money?",Non-Khmer
Unsolved,2025-08-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-VN | TOU | SIN-V90D-90D | E | FOR,VF006C1-#TAFVV01,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2026-04-21,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,ad_id.120218483048450078,Documentation,I don’t have any bank statement,Non-Khmer
Unsolved,2026-04-23,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-04-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Risk / Guarantee Concerns,"If you don't get a visa, can you refund the money if you ask for a visa?",Non-Khmer
Unsolved,2025-07-28,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,​DM,Documentation,No bank account,Non-Khmer
Unsolved,2025-08-14,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,​DM,Documentation,No I don’t have ine,Non-Khmer
Unsolved,2025-08-10,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-VN | TOU | SIN-V90D-90D | E | FOR,ad_id.120218556371090078,Documentation,Sorry don't have. Can help me,Non-Khmer
Unsolved,2025-08-06,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-VN | TOU | SIN-V90D-90D | E | FOR,VF006M1-#TAFVV01,Documentation,I don't have,Non-Khmer
Unsolved,2025-08-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF003C1-#TAFVJ01,Employme - Out Of Scope,Its ok but i can make a bank statement ..is it possible that we can change tourist visa to working visa,Non-Khmer
Unsolved,2025-08-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF003C1-#TAFVJ01,Documentation,I haven't bank account of combodia,Non-Khmer
Unsolved,2025-08-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-VN | TOU | SIN-V90D-90D | E | FOR,#VF006*-#TAFVV01,Employme - Out Of Scope,How to apply for work visa?,Non-Khmer
Unsolved,2025-03-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120217882497500078,Documentation,I have visa but don't have work permit,Non-Khmer
Unsolved,2025-07-25,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-VN | TOU | SIN-V90D-90D | E | FOR,VF006C1-#TAFVV01,Documentation,No invitation,Non-Khmer
Unsolved,2025-03-19,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.12021788246674078,Documentation,I have no bank statement,Non-Khmer
Unsolved,2026-04-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,ad_id.120218483048450078,Documentation,That my visa is valid for three months.,Non-Khmer
Unsolved,2026-04-20,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,ad_id.120225091087400078,Risk / Guarantee Concerns,Are you sure I will get a visa? 100%,Non-Khmer
Unsolved,2026-04-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,ad_id.120235943617020078,Risk / Guarantee Concerns,confirm visa?,Non-Khmer
Unsolved,2026-04-23,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-04-24,FOR,Facebook - Explorer Travel Agency,Lost,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,VF009M1 - TAFVHK01,Comparison / Competitor Claim,Pop consultant charge  340$,Non-Khmer
Unsolved,2026-04-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,i dont want to go for travel bro. i want to go for any job.,Non-Khmer
Unsolved,2025-07-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF003C1-#TAFVJ01,Documentation,"I have Bank aba account But don't have statement can you help me",Non-Khmer
Unsolved,2025-07-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-VN | TOU | SIN-V90D-90D | E | FOR,VF006C1-#TAFVV01,Documentation,No I don't have invitation,Non-Khmer
Unsolved,2025-07-23,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-VN | TOU | SIN-V90D-90D | E | FOR,​DM,Documentation,I have no invitation letter,Non-Khmer
Unsolved,2025-07-21,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,#VF003*-#TAFVJ01,Documentation,Not if you have a Cambodia ABA account,Non-Khmer
Unsolved,2025-07-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,#VF005*-#TAFVT01,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2025-03-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120217883013230078,Documentation,No bong I don't have local bank I use before dubai bank but now I use digital account,Non-Khmer
Unsolved,2026-04-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,ad_id.120235943617020078,Documentation,2026 work permit don’t have,Non-Khmer
Unsolved,2025-06-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,MG #VF001,Documentation,I don’t have any banking in Cambodia,Non-Khmer
Unsolved,2025-05-15,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,Feed #VF001,Documentation,I have all but I don’t have bank statement,Non-Khmer
Unsolved,2025-05-15,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,Feed #VF001,Documentation,I have all but I don’t have bank statement,Non-Khmer
Unsolved,2025-05-27,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,MG #VF001,Documentation,"Sir, I don't have bank statement",Non-Khmer
Unsolved,2025-05-27,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,MG #VF001,Documentation,"Sir, I don't have bank statement",Non-Khmer
Unsolved,2025-05-27,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,MG #VF001,Documentation,"I don't have this document, what should I do now?",Non-Khmer
Unsolved,2025-05-27,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,MG #VF001,Documentation,"I don't have this document, what should I do now?",Non-Khmer
Unsolved,2025-05-14,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,MG #VF001,Documentation,I don’t have work permit I want to do it once.,Non-Khmer
Unsolved,2025-05-14,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,MG #VF001,Documentation,I don’t have work permit I want to do it once.,Non-Khmer
Unsolved,2025-03-10,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.120218010043290078,Documentation,No Work Permit yet,Non-Khmer
Unsolved,2025-03-31,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,DM,Documentation,Yes but I don’t have bank statement what should I do ?,Non-Khmer
Unsolved,2025-03-26,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.120218010043290078,Documentation,i don’t have bank statements,Non-Khmer
Unsolved,2025-03-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-KR | TOU | SIN-V90D-DIS | E | FOR,DM,Documentation,I want to visit Korea. But I don't have all the documents like you did.,Non-Khmer
Unsolved,2025-04-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,​DM,Documentation,No I don't have work permit but I have a visa,Non-Khmer
Unsolved,2025-03-30,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120217882497500078,Documentation,I have visa but not work permit yet,Non-Khmer
Unsolved,2025-04-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.12021801004329008,Documentation,I have a cambodia visa but i don’t have work permit,Non-Khmer
Unsolved,2025-03-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120217882497500078,Documentation,Bank statement no have,Non-Khmer
Unsolved,2025-03-16,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,ad_id.120214712597370078,Documentation,My bank statement is no,Non-Khmer
Unsolved,2026-03-31,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Documentation,But i have no visa,Non-Khmer
Unsolved,2026-01-30,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-US | TOU | DIS-DIS-DIS | S | FOR,ad_id.120242877158940479,Documentation,I will get back to you when I completed my requirements,Non-Khmer
Unsolved,2026-04-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Documentation,Oh but I don't have,Non-Khmer
Unsolved,2026-04-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,ad_id.120215192819630078,Convenience / Location,Do you have an office in Siem Reap,Non-Khmer
